Farm_ID,Soil_pH,Soil_Moisture,Temperature_C,Rainfall_mm,Crop_Type,Fertilizer_Usage_kg,Pesticide_Usage_kg,Crop_Yield_ton,Sustainability_Score
1423,6.2,25.37,30.33,91.59,Rice,142.47,7.39,3.014944000546984,74.68
1424,6.33,25.18,30.75,272.67,Rice,175.7,16.04,5.365861991801117,16.2
1425,6.91,49.5,15.72,136.15,Rice,115.43,19.55,3.6839765876721513,92.95
1426,6.99,32.69,22.39,92.45,Wheat,124.67,16.35,3.007152579548974,6.48
1427,5.8,13.56,34.04,97.25,Soybean,182.76,16.77,9.41393498615161,36.38
1428,6.28,27.35,20.46,98.02,Wheat,124.78,1.85,2.504200896183013,85.82
1429,7.31,27.78,21.34,158.97,Wheat,109.62,19.54,3.914136319905448,78.38
1430,7.04,18.49,23.16,103.75,Wheat,195.37,12.21,7.898143302026944,42.1
1431,5.81,26.42,31.39,100.11,Wheat,126.28,18.73,7.919182005422463,76.28
1432,7.49,42.36,25.68,178.87,Rice,132.43,12.98,4.537138579947118,3.49
1433,5.51,17.72,25.27,158.32,Corn,140.81,11.04,4.276693548883825,15.78
1434,5.97,17.08,20.01,124.15,Soybean,76.35,1.96,6.675310133309556,44.39
1435,7.14,13.03,20.96,297.37,Wheat,156.19,5.89,7.569786187234062,78.93
1436,6.47,26.25,28.59,211.68,Rice,144.0,14.52,9.460546423709626,59.79
1437,6.55,23.85,27.96,109.36,Corn,103.35,13.27,8.457207839779468,76.5
1438,6.47,14.01,25.51,201.1,Rice,157.86,10.88,5.21643495748757,93.94
1439,6.44,46.7,15.97,64.7,Rice,94.81,17.9,1.1586898628542248,21.81
1440,5.84,20.25,16.47,276.61,Wheat,53.12,10.4,2.013212217158352,55.73
1441,7.11,12.11,31.05,168.35,Corn,151.09,15.56,6.728222101091348,48.36
1442,5.86,22.99,24.21,58.18,Rice,160.9,9.53,7.029057033553558,37.99
1443,5.79,23.15,18.93,174.28,Rice,132.02,8.83,4.240937353182824,11.41
1444,6.95,16.44,32.48,284.73,Wheat,98.47,10.39,9.214864509811944,95.09
1445,6.52,11.59,27.7,81.55,Wheat,55.42,19.08,4.466267632869152,72.71
1446,6.15,12.83,17.59,144.15,Soybean,167.07,14.56,9.003817308575524,26.9
1447,7.27,14.13,31.73,134.13,Soybean,110.1,15.79,1.98169175677954,16.12
1448,6.73,41.29,30.4,288.14,Soybean,102.4,18.38,4.219342070510473,60.91
1449,7.12,47.68,20.96,189.96,Corn,144.96,3.92,7.428520623963496,42.96
1450,6.31,24.42,34.36,279.16,Wheat,153.35,19.53,7.870326061288018,94.21
1451,6.62,35.49,32.01,89.16,Rice,109.09,8.15,4.996613324450473,29.31
1452,6.65,21.92,29.92,99.65,Corn,116.89,9.45,8.559317526431336,59.22
1453,6.85,13.22,28.05,141.99,Soybean,53.34,2.05,5.15868425280066,47.71
1454,6.48,34.36,20.74,195.86,Rice,122.18,5.81,9.807279636781676,22.37
1455,6.16,44.05,21.03,224.78,Corn,167.34,19.4,4.522494065720146,41.61
1456,6.0,14.87,19.89,267.82,Wheat,127.36,4.01,1.6993585148782937,35.41
1457,7.11,40.4,24.07,161.19,Wheat,119.1,9.65,2.48705985063792,69.35
1458,7.05,29.34,25.79,295.06,Soybean,78.19,7.17,7.703939909211803,63.63
1459,7.05,39.8,17.41,224.9,Corn,61.79,10.97,3.421530379907188,57.16
1460,5.9,41.71,20.09,233.56,Rice,98.96,17.58,1.2957558018022837,42.9
1461,7.46,45.16,17.76,117.38,Wheat,145.01,19.47,6.8253121063666695,57.1
1462,5.94,49.29,23.19,61.93,Wheat,142.61,18.52,6.138050901388957,46.31
1463,7.08,38.28,28.36,63.73,Soybean,50.52,15.22,8.727596508205473,79.93
1464,7.11,16.73,22.35,207.03,Rice,179.12,2.16,5.18195134641979,55.27
1465,6.26,37.58,30.63,247.82,Wheat,150.77,10.39,5.315510531335137,13.55
1466,7.45,48.78,22.58,283.15,Rice,146.03,12.8,5.379136789636718,0.94
1467,7.11,29.02,16.57,252.65,Soybean,160.73,4.53,3.3805685374188936,51.04
1468,6.35,21.28,19.86,252.36,Soybean,57.18,2.73,2.324078149438546,2.34
1469,6.02,48.81,21.72,231.97,Corn,156.44,4.25,6.4141422591894415,92.74
1470,6.9,34.19,17.83,183.43,Soybean,112.38,7.38,8.95904172421828,33.52
1471,5.89,45.3,16.07,86.86,Wheat,50.22,16.21,8.667400540783024,90.59
1472,5.81,29.08,15.93,271.82,Corn,67.42,14.76,5.514100365764579,63.51
1473,6.19,20.72,34.02,156.72,Rice,52.57,17.01,7.429218987953313,57.98
1474,6.45,24.1,27.35,174.94,Rice,89.44,13.82,2.712074545592987,41.78
1475,6.43,44.05,23.72,276.67,Rice,191.98,6.32,4.958446026306264,1.64
1476,6.29,19.43,18.57,295.63,Rice,90.87,13.66,7.631114310746597,85.91
1477,7.37,25.21,27.17,77.77,Soybean,161.95,11.41,7.491146366264971,16.86
1478,7.37,42.63,32.37,111.21,Corn,152.45,10.95,8.10795923645295,62.79
1479,6.38,22.55,34.46,168.43,Rice,95.25,14.25,4.359249611156945,33.11
1480,6.81,18.26,26.41,270.4,Wheat,99.92,12.23,4.44078174451581,93.89
1481,6.8,46.37,27.72,225.18,Corn,185.27,14.7,8.588050887732013,74.36
1482,7.01,12.7,16.08,177.94,Corn,90.74,8.99,1.3726879213061616,7.46
1483,7.07,43.85,22.58,57.52,Soybean,185.49,14.36,2.7189907462869245,48.6
1484,5.75,12.78,24.53,234.25,Wheat,161.92,5.71,8.471528055845383,20.25
1485,5.54,37.46,23.12,235.82,Soybean,113.21,14.08,6.88705387892141,77.48
1486,6.41,49.6,33.45,96.58,Soybean,157.36,5.76,9.90581661748892,80.48
1487,5.57,27.09,18.48,123.23,Corn,196.18,7.36,8.576985713110268,87.97
1488,6.51,49.95,15.97,126.77,Corn,121.75,13.81,3.183814338281402,9.64
1489,6.09,19.69,32.85,166.41,Rice,77.9,1.57,3.7279892415819424,1.53
1490,6.22,27.33,16.12,76.56,Rice,50.27,19.67,3.629507933394098,77.97
1491,7.0,48.82,15.72,217.98,Corn,114.14,3.6,1.839956520211756,38.55
1492,7.01,35.58,21.08,218.01,Wheat,83.32,15.74,2.5657116165471385,45.89
1493,6.72,37.84,24.42,168.52,Soybean,56.07,8.1,6.507475642453053,83.45
1494,5.96,47.03,33.56,148.32,Soybean,172.61,14.81,3.446925865668406,13.73
1495,6.51,33.42,15.67,78.81,Wheat,152.65,13.42,1.939712339996357,66.75
1496,6.46,13.03,33.12,250.2,Rice,119.57,19.3,7.27477014095593,45.16
1497,5.88,18.41,18.52,294.58,Rice,69.51,7.39,4.162743496100102,97.31
1498,6.77,27.67,22.87,244.68,Soybean,156.85,5.74,4.384279947874594,12.31
1499,6.45,12.57,17.74,224.0,Rice,52.71,13.02,4.002846899959119,19.02
1500,5.93,28.57,24.25,216.53,Wheat,62.23,6.75,6.577034523799556,94.33
1501,6.09,49.24,33.48,161.92,Corn,89.37,10.23,2.6870557688851378,22.1
1502,6.73,10.32,32.85,256.6,Corn,138.54,13.24,1.0682024174069906,75.44
1503,6.06,45.49,34.06,93.3,Rice,197.35,12.71,7.663837323781258,39.01
1504,6.17,12.53,23.69,68.84,Wheat,108.16,12.48,9.4038330733142,35.02
1505,6.76,47.9,27.74,247.96,Rice,126.12,4.07,6.799957608328536,12.28
1506,7.44,35.22,21.36,206.28,Rice,116.84,1.85,5.794352686958039,48.22
1507,6.68,17.82,27.71,96.04,Corn,92.09,4.11,3.620073098459869,62.95
1508,7.27,26.1,23.02,241.09,Rice,64.04,11.32,3.7338582184053264,19.26
1509,6.23,26.61,25.15,246.49,Rice,141.63,6.09,5.153576206347375,51.41
1510,5.59,29.55,28.21,67.77,Wheat,84.85,17.28,6.671604297778026,44.05
1511,7.2,42.82,31.2,159.65,Corn,98.63,12.14,8.667794324611975,19.81
1512,5.62,19.18,26.18,236.26,Soybean,121.4,11.87,2.326309234916954,45.73
1513,6.22,34.79,17.07,101.45,Soybean,158.83,8.8,3.7245245403730607,70.66
1514,7.47,36.37,19.92,87.75,Rice,185.88,10.06,8.424769478961984,44.54
1515,7.19,38.73,31.73,286.9,Soybean,180.07,2.33,5.312838448333047,48.17
1516,6.22,24.23,33.58,254.09,Wheat,179.56,10.01,6.359216913719592,37.51
1517,5.65,15.98,32.28,257.8,Soybean,182.23,15.71,6.671495414341869,2.15
1518,6.41,23.93,27.54,214.79,Corn,62.51,9.64,4.544212155056158,36.78
1519,7.08,42.99,15.2,259.12,Soybean,94.14,5.65,1.263422335037835,54.42
1520,5.76,37.32,27.68,76.87,Rice,145.35,12.07,3.9709715092667657,72.53
1521,6.61,22.96,28.73,265.52,Wheat,141.15,9.83,3.404574239480847,41.99
1522,6.73,38.74,19.21,241.09,Soybean,81.61,16.89,4.356707409366491,50.09
1523,6.55,23.58,31.77,207.86,Wheat,113.39,13.63,1.087102055769133,10.19
1524,6.35,44.57,21.62,84.61,Corn,147.0,14.92,8.34804745142232,26.25
1525,6.13,29.69,21.19,155.32,Rice,123.43,13.58,5.302922782658818,72.91
1526,6.23,40.57,24.83,199.16,Wheat,120.87,2.91,2.8239257838537424,73.36
1527,7.5,28.59,27.67,270.01,Soybean,150.69,13.91,7.343045765906853,92.49
1528,5.77,36.13,30.96,55.46,Soybean,97.36,13.28,2.0797058855001302,87.19
1529,7.39,24.25,15.52,231.4,Rice,193.54,10.25,5.007678012224959,30.19
1530,7.37,27.0,31.05,175.98,Soybean,196.9,2.66,8.61259667370453,69.31
1531,5.52,49.61,20.22,179.25,Rice,92.97,2.71,1.8687625106689416,86.23
1532,5.53,19.8,25.52,180.65,Wheat,107.05,14.59,2.630780993078056,85.37
1533,6.08,37.03,30.9,145.4,Soybean,52.62,19.11,5.290837711829274,30.38
1534,6.21,30.65,20.08,141.37,Corn,63.18,15.93,2.289311694783488,54.31
1535,7.06,27.11,31.04,64.47,Rice,89.56,19.26,4.709068741448922,25.56
1536,7.02,21.74,33.74,51.12,Rice,60.03,12.53,1.527386749691864,38.59
1537,6.06,35.69,31.28,280.84,Rice,133.19,14.94,1.1713664009234648,20.83
1538,6.96,32.12,18.56,185.61,Wheat,57.12,15.98,4.566424937051579,58.19
1539,6.07,49.08,24.33,270.67,Soybean,76.16,10.88,2.530675096646336,74.94
1540,7.46,26.91,24.61,280.5,Wheat,87.44,7.23,1.1217689202104757,78.28
1541,6.49,27.06,20.16,61.72,Corn,101.43,16.31,5.114042373370266,72.88
1542,6.53,44.6,21.7,138.85,Wheat,98.61,10.52,3.278155768676772,67.66
1543,7.42,32.94,19.42,159.81,Wheat,170.15,12.73,7.602412690803726,29.27
1544,7.46,48.56,25.99,262.67,Rice,110.99,2.48,7.869321330043751,85.12
1545,6.3,43.5,32.66,116.7,Corn,83.63,15.93,1.9562696744740364,56.38
1546,6.58,29.85,28.6,81.04,Wheat,55.07,2.99,4.274970246422989,45.63
1547,5.6,16.05,20.26,163.2,Corn,120.99,7.83,2.875172422833573,73.93
1548,6.48,36.03,34.57,257.47,Rice,169.01,7.53,6.002643524018079,72.4
1549,6.4,23.07,17.62,67.53,Wheat,163.65,14.23,3.180088768974799,9.3
1550,6.47,47.8,32.58,98.06,Corn,164.55,5.76,1.4740055287249263,9.84
1551,6.82,38.85,34.74,256.74,Rice,169.74,14.02,6.231242998901785,18.58
1552,5.72,18.2,30.81,221.94,Soybean,179.91,9.47,1.0599622871522598,83.71
1553,7.26,42.76,25.81,183.61,Corn,123.5,2.87,9.934928446443436,87.35
1554,6.2,49.56,25.66,172.3,Corn,89.6,12.28,8.519697187696872,88.74
1555,5.93,14.4,23.14,216.12,Corn,183.16,17.93,9.191081124866386,15.99
1556,5.57,20.92,18.46,79.06,Corn,86.53,9.9,6.824159969594066,92.22
1557,6.39,37.73,27.72,272.51,Wheat,156.54,13.22,8.350680706780935,99.86
1558,7.06,39.99,15.0,271.83,Soybean,50.03,13.07,9.618959006978354,71.07
1559,7.39,26.21,25.8,278.88,Corn,173.02,4.92,3.403477137698236,74.21
1560,6.59,10.63,23.42,105.67,Rice,116.93,9.23,8.109161210929276,9.27
1561,7.3,39.84,30.44,162.35,Soybean,138.33,1.78,6.680432694345725,99.94
1562,6.18,21.3,17.67,171.76,Rice,129.9,14.02,6.045937307796968,35.79
1563,7.44,49.18,26.09,110.94,Corn,173.84,7.74,4.451663614436013,25.29
1564,6.19,16.87,25.82,120.86,Rice,186.06,5.08,3.5096861095223995,90.43
1565,5.58,14.38,22.23,152.01,Soybean,111.1,6.86,7.595519297168208,53.58
1566,5.51,38.68,18.4,147.88,Soybean,199.05,5.36,9.706095909812616,0.17
1567,5.88,12.89,23.79,295.94,Wheat,110.65,7.1,2.20027755096407,77.22
1568,5.92,19.99,16.76,258.51,Corn,143.89,9.5,9.0861969241096,45.19
1569,6.2,31.38,16.1,295.66,Rice,110.47,18.5,3.2169155930825983,13.0
1570,7.04,15.85,30.07,247.05,Wheat,96.68,3.15,6.780647481965271,6.94
1571,7.4,19.45,21.44,83.29,Wheat,90.59,11.35,1.1288100070980658,61.64
1572,6.73,18.42,32.41,241.5,Rice,115.36,11.46,4.762168867311569,90.9
1573,6.79,27.37,33.28,287.77,Rice,177.03,13.57,8.98349279082591,21.5
1574,6.79,15.64,16.34,120.08,Soybean,64.33,14.31,5.799987255127245,89.81
1575,6.26,43.54,19.96,253.88,Wheat,191.94,13.65,5.589239248018311,43.93
1576,5.76,37.04,26.11,261.4,Rice,90.01,1.92,9.61016681644665,36.17
1577,5.87,46.41,31.54,164.21,Soybean,67.84,8.96,2.025680810504872,85.99
1578,7.24,11.92,17.36,87.78,Soybean,133.01,4.36,9.803755317949772,9.5
1579,7.04,23.48,24.01,199.0,Corn,118.14,15.2,3.3707993619857195,58.09
1580,6.4,46.93,24.19,56.17,Soybean,134.2,7.95,8.055448616636216,12.13
1581,5.83,26.33,18.11,221.81,Soybean,65.55,6.36,4.3331236934473845,67.81
1582,5.63,24.23,26.65,211.86,Rice,98.42,13.61,3.5857979124423,19.45
1583,6.93,26.8,22.18,95.28,Rice,120.33,11.52,4.3702997711435785,26.59
1584,7.24,16.46,26.72,263.5,Wheat,59.15,13.35,8.491859106974626,57.99
1585,5.78,34.62,27.91,118.98,Wheat,164.44,2.06,6.988331664776688,7.14
1586,6.58,40.87,20.03,54.65,Soybean,52.23,18.57,2.302614495020208,96.38
1587,6.02,27.21,29.41,277.99,Wheat,125.82,1.8,9.595573994816474,26.9
1588,6.27,24.8,32.01,183.48,Soybean,152.81,7.79,9.627894470116042,44.83
1589,6.21,47.11,34.51,223.03,Wheat,178.79,11.86,9.805812607310832,11.11
1590,6.47,48.56,27.32,276.22,Wheat,165.08,18.27,3.886525694144253,94.28
1591,6.0,37.15,18.42,123.35,Wheat,187.27,15.87,1.8215757878113448,89.16
1592,6.08,21.13,26.46,207.1,Corn,148.65,2.5,9.767656869253033,44.49
1593,7.3,43.77,27.77,114.97,Wheat,154.92,15.4,9.789014805622552,94.32
1594,7.01,38.21,24.08,214.25,Corn,79.93,18.72,9.044300370308362,5.08
1595,7.33,48.74,16.82,235.51,Rice,97.88,13.83,3.951935268330541,90.3
1596,5.83,18.17,30.3,263.77,Rice,148.3,7.82,6.107851289341928,38.12
1597,5.59,15.17,29.3,167.62,Wheat,197.63,5.57,2.617595232698783,95.22
1598,5.95,37.22,25.32,94.17,Corn,152.74,7.81,2.7825150888933274,18.17
1599,6.35,38.73,33.4,180.08,Corn,176.81,12.39,7.683378667685187,66.8
1600,6.78,11.53,17.96,226.15,Wheat,156.47,9.8,8.885961021971482,43.51
1601,6.79,34.51,20.62,153.62,Soybean,171.45,8.12,7.796318658544091,11.11
1602,6.02,16.22,28.09,54.51,Soybean,157.39,10.45,9.10435079447752,26.98
1603,6.67,32.08,16.77,217.75,Soybean,140.48,15.24,2.086237403863592,27.52
1604,7.37,25.27,22.52,56.27,Corn,175.72,17.67,8.846378207005756,19.93
1605,7.07,17.04,33.07,174.51,Rice,113.42,7.63,2.4229608766293715,91.77
1606,5.85,30.29,18.78,145.98,Wheat,97.16,9.69,2.157896045087886,7.19
1607,7.5,12.0,31.18,213.32,Corn,166.85,3.67,1.3547629145410345,72.45
1608,7.19,10.24,32.98,240.23,Rice,190.66,2.59,2.369216471807846,27.07
1609,6.41,29.12,28.27,171.52,Rice,147.6,3.66,6.583336946091071,43.41
1610,5.53,23.55,21.33,270.37,Soybean,143.67,19.92,2.727714487200122,85.88
1611,7.4,32.87,30.31,194.42,Rice,94.26,6.07,5.432788892454455,41.66
1612,7.44,41.58,26.4,188.21,Soybean,182.12,12.8,5.493452037730948,41.21
1613,7.12,44.84,23.39,124.59,Soybean,153.14,9.47,1.6546138870245013,83.87
1614,7.21,41.87,33.18,157.33,Wheat,101.35,3.6,9.76699299288239,33.75
1615,7.28,14.55,29.71,279.39,Rice,82.96,16.76,1.1090850668850367,86.16
1616,6.03,36.77,20.62,248.48,Rice,161.7,14.2,5.658212812233631,81.44
1617,7.41,14.8,33.36,175.58,Soybean,161.73,13.95,3.5339314063506526,42.16
1618,5.85,42.26,18.47,203.14,Soybean,197.43,13.53,9.912914471862097,20.53
1619,7.26,11.33,34.54,215.39,Rice,106.35,15.58,4.018669484861872,88.86
1620,6.75,46.03,32.28,164.87,Soybean,172.79,14.82,8.91902254812677,82.69
1621,7.24,22.32,28.45,271.83,Corn,154.2,7.46,9.02125481664115,46.72
1622,6.26,17.57,19.37,218.64,Rice,184.75,14.66,2.308275448695148,71.95
1623,5.65,22.34,19.89,210.88,Rice,87.99,17.36,7.380982132977946,26.17
1624,7.02,49.77,24.68,255.88,Soybean,109.82,3.0,5.0703592162626965,7.48
1625,5.74,45.8,21.81,290.81,Wheat,113.47,5.27,1.857171505153808,27.32
1626,5.5,23.36,32.75,115.68,Wheat,51.04,19.04,1.4790340727100308,68.48
1627,7.18,34.44,17.25,270.91,Wheat,119.31,10.25,1.448834959096979,58.03
1628,5.62,31.36,24.98,103.67,Corn,93.71,14.03,8.913677822882232,18.96
1629,6.48,14.17,31.39,178.39,Rice,128.17,2.12,9.281717807176015,80.74
1630,6.84,35.33,33.59,80.09,Soybean,66.49,14.69,8.843441256433493,3.46
1631,7.03,30.86,27.68,150.12,Corn,149.53,14.82,8.162808343927942,24.78
1632,6.8,41.77,15.58,107.71,Corn,190.34,2.94,1.84456604657876,77.52
1633,6.99,41.44,31.48,228.38,Soybean,75.25,12.31,7.924902641005159,13.93
1634,6.15,48.1,33.52,242.26,Wheat,115.99,2.31,3.962656062610307,25.15
1635,6.89,36.99,21.74,215.26,Wheat,172.08,18.77,7.613289269568074,52.8
1636,6.26,27.33,23.77,80.53,Rice,157.19,1.3,4.02777991313207,30.47
1637,7.16,15.89,18.05,284.83,Rice,80.23,2.58,8.61370546418015,46.94
1638,7.0,37.08,20.47,68.32,Corn,121.93,14.24,7.695033074083714,89.4
1639,6.16,35.1,28.5,121.68,Rice,188.08,2.73,3.4779772985996624,8.29
1640,6.56,23.66,34.91,95.8,Rice,158.4,1.91,6.466477724639156,15.9
1641,6.03,23.12,29.9,236.35,Rice,117.18,8.88,1.3567559501330582,3.91
1642,5.65,25.67,18.65,109.31,Rice,196.48,12.71,6.467315737191371,84.92
1643,6.42,23.88,26.21,134.94,Corn,152.32,13.3,4.9002326518343535,96.55
1644,6.01,41.49,19.57,68.15,Soybean,160.67,4.02,1.1416076156665955,62.77
1645,6.34,28.39,34.46,258.15,Soybean,126.31,8.91,4.682833657601664,11.29
1646,5.53,44.48,17.24,281.95,Corn,100.4,1.25,1.9540452526609624,50.69
1647,5.62,40.5,23.88,172.61,Soybean,92.74,13.89,3.086842141313375,72.78
1648,5.94,16.52,33.62,260.86,Wheat,51.9,3.19,6.595404424427012,84.74
1649,7.4,24.15,16.54,88.78,Soybean,107.3,1.92,2.6561621217936877,56.43
1650,7.41,14.63,27.12,171.12,Corn,121.46,12.93,2.0611205591374877,8.56
1651,6.76,30.62,30.76,113.78,Wheat,182.98,15.6,6.06498157153957,40.45
1652,6.54,36.78,15.08,60.09,Soybean,135.24,5.67,7.632328215327026,87.11
1653,6.07,49.15,30.81,140.63,Rice,73.41,8.58,2.8300744620770595,45.65
1654,6.37,37.93,30.71,94.46,Corn,84.68,3.96,1.415687927433417,15.92
1655,6.59,18.77,26.23,140.5,Soybean,146.49,18.72,5.132671881069655,9.11
1656,5.83,47.21,25.45,189.87,Wheat,159.78,5.52,1.016340927866262,86.27
1657,7.01,40.51,20.13,87.37,Soybean,187.51,6.75,1.3733347205547448,80.7
1658,7.43,37.14,34.51,200.04,Soybean,80.85,8.85,6.374722235923303,18.82
1659,6.97,25.96,20.32,187.21,Wheat,73.66,12.36,9.902697582026166,8.16
1660,6.87,23.05,25.41,191.14,Soybean,53.56,13.12,1.55027666345103,22.74
1661,7.0,19.53,15.47,149.03,Corn,52.38,1.19,7.276147029460099,41.51
1662,6.66,16.9,32.68,186.8,Wheat,123.45,15.11,4.837066048143743,43.69
1663,5.93,22.92,24.31,53.9,Rice,162.37,16.67,3.2115139844397587,40.26
1664,7.22,37.35,22.57,221.16,Soybean,149.18,4.45,3.4490625351455866,64.54
1665,6.48,11.18,26.82,156.43,Rice,105.01,16.53,8.056844418476405,0.24
1666,6.17,22.98,16.69,138.94,Wheat,101.13,9.89,3.3085898466734847,25.32
1667,5.85,18.12,21.19,163.04,Rice,180.58,1.73,5.037453005197888,65.36
1668,5.99,44.19,21.92,189.4,Corn,123.28,14.96,3.9235666554911743,21.08
1669,7.15,24.01,23.89,129.44,Corn,126.15,6.43,6.099917554682261,7.58
1670,5.54,35.58,21.23,70.95,Soybean,158.61,1.29,8.184000596575634,57.3
1671,6.59,12.64,26.38,293.43,Corn,89.07,18.28,9.058617032894569,1.12
1672,7.29,19.66,17.04,236.14,Rice,103.86,8.21,4.893923981619297,83.61
1673,5.74,17.38,15.84,231.09,Rice,89.08,19.61,9.494842307713364,60.56
1674,6.18,25.95,24.86,91.55,Wheat,199.39,1.24,5.780451850894917,92.7
1675,6.82,36.68,33.14,188.63,Soybean,195.71,1.03,5.978330589411069,66.42
1676,6.09,32.01,29.95,56.65,Corn,174.41,15.92,8.596426120992472,19.46
1677,7.01,33.66,29.39,90.79,Soybean,191.49,1.7,9.803736214946412,34.7
1678,7.5,17.96,29.26,134.69,Rice,62.74,8.94,2.4341790485652792,11.24
1679,7.31,38.24,15.33,194.1,Rice,94.14,16.81,9.525040257502653,89.3
1680,6.47,17.64,19.16,184.88,Corn,65.83,1.49,1.73495312251766,80.67
1681,5.62,19.99,18.99,72.13,Wheat,51.01,13.01,1.1940907782341688,58.71
1682,6.38,32.93,31.47,56.07,Corn,80.09,8.19,3.0623380607302457,1.64
1683,6.69,40.53,31.82,234.92,Wheat,57.43,17.48,7.607554219118259,29.1
1684,5.81,45.53,16.3,220.55,Soybean,150.5,11.47,8.639434515059909,88.07
1685,5.97,20.83,15.56,62.32,Soybean,192.68,6.77,5.0001733549306735,85.42
1686,7.34,41.72,21.24,175.3,Wheat,88.43,7.06,9.541292811751095,66.58
1687,7.37,23.54,22.26,162.94,Corn,167.14,11.66,7.243044041440177,76.74
1688,6.2,32.19,23.56,264.08,Rice,123.88,8.82,8.48542901630683,84.4
1689,6.35,15.23,34.55,51.95,Rice,170.41,1.96,6.925943427998785,4.73
1690,6.83,32.9,18.26,144.43,Corn,188.78,13.74,3.4539028670533725,19.95
1691,6.03,46.62,25.75,71.52,Rice,112.73,11.62,9.934365508315896,93.9
1692,6.31,19.99,23.17,218.96,Corn,107.87,3.9,9.96111252105302,36.68
1693,6.82,18.61,28.12,128.77,Corn,114.46,2.95,1.3057869660949466,31.36
1694,6.63,11.18,15.62,195.2,Rice,161.46,17.45,4.049758868838124,87.48
1695,6.43,15.84,17.45,205.87,Rice,188.77,4.67,9.797543527539531,77.71
1696,7.0,40.24,26.31,288.34,Corn,182.0,5.77,9.74895908708606,62.67
1697,6.47,20.18,34.61,224.41,Rice,90.05,18.67,2.6570828856284585,36.64
1698,7.02,24.83,26.1,240.96,Wheat,133.51,14.76,5.331132520620675,31.85
1699,5.66,37.48,24.71,177.91,Soybean,147.59,6.85,6.095886975521558,39.14
1700,6.31,40.53,24.46,284.19,Corn,76.84,18.22,3.983281621653677,86.79
1701,5.58,49.65,16.86,166.22,Soybean,114.2,4.31,6.8452772592413,16.8
1702,6.95,14.11,24.03,257.09,Wheat,175.67,5.91,9.937981227585327,50.19
1703,7.14,11.66,30.65,122.79,Soybean,181.32,5.58,1.8404388383593984,83.01
1704,6.53,15.56,23.9,163.69,Rice,98.54,1.14,3.769578288795002,36.52
1705,5.6,41.97,24.23,54.84,Soybean,166.5,10.51,4.545700760056498,87.3
1706,7.45,16.62,30.53,285.63,Soybean,108.93,10.86,4.621163264271722,68.79
1707,6.88,20.95,22.75,185.21,Soybean,142.27,3.32,5.4581062830993,59.71
1708,7.39,29.77,26.69,133.26,Wheat,175.02,17.1,7.140422972902636,23.28
1709,7.0,49.06,21.62,100.04,Rice,166.88,5.17,8.184598663217894,21.77
1710,6.02,24.25,28.11,154.09,Soybean,160.77,11.31,1.0971300912619908,31.15
1711,6.85,25.57,25.96,89.1,Rice,83.06,8.53,3.477622235919558,64.46
1712,5.64,14.39,22.91,88.28,Wheat,103.29,12.46,3.8454503791010897,60.06
1713,6.11,21.29,25.25,149.25,Rice,195.49,13.32,2.17381585544603,9.3
1714,7.45,34.04,28.7,72.85,Soybean,191.43,17.02,4.287818181325529,24.08
1715,6.19,40.28,15.09,97.51,Wheat,117.3,3.72,8.851347729218254,94.55
1716,6.29,23.42,30.69,185.02,Wheat,152.37,13.42,3.1161895776604998,14.15
1717,6.89,29.44,18.55,141.17,Rice,105.25,1.73,5.217180624651889,45.11
1718,7.26,44.43,27.2,180.82,Corn,105.07,17.69,5.208856109329696,92.39
1719,6.93,35.48,34.94,127.65,Soybean,194.27,5.64,4.9063222071645285,91.97
1720,6.07,10.93,27.64,209.18,Corn,189.09,4.47,7.978680056197957,80.7
1721,6.5,36.23,28.55,165.89,Wheat,195.54,8.74,1.4169425251643224,57.84
1722,5.78,48.06,32.68,75.18,Rice,119.11,13.59,3.958477553338789,3.04
1723,6.07,32.41,32.52,178.87,Rice,52.08,10.89,5.299328088459653,99.72
1724,6.87,47.6,27.96,60.01,Corn,52.49,7.58,8.11976916440869,35.84
1725,6.28,37.83,17.76,139.79,Rice,95.3,11.02,1.6731125261657027,68.97
1726,5.76,30.91,20.96,138.85,Wheat,80.52,1.45,3.778802855214419,68.94
1727,7.24,41.41,25.43,105.84,Rice,85.69,10.79,7.307916485588598,88.17
1728,6.72,17.33,20.69,265.4,Rice,54.4,17.47,1.8341635234843636,70.38
1729,5.88,37.92,24.54,126.84,Corn,178.78,3.83,1.9354579552705085,30.0
1730,7.32,35.92,31.73,241.72,Soybean,181.17,12.87,4.159147958321919,21.3
1731,5.64,43.58,24.35,95.3,Wheat,81.36,18.16,1.5309778523296158,50.8
1732,5.79,46.43,20.79,270.88,Wheat,174.52,19.49,5.694790625483222,46.46
1733,5.54,16.37,20.29,149.53,Rice,50.79,5.13,4.186191395316593,78.53
1734,7.48,30.32,17.16,72.38,Rice,172.73,1.68,2.409338500011682,6.32
1735,5.74,42.62,25.74,158.38,Corn,191.4,15.0,3.7192212943364593,44.62
1736,5.55,20.85,32.51,102.81,Soybean,52.8,1.15,2.400383590588723,24.73
1737,7.09,16.2,15.07,282.14,Rice,52.57,2.95,7.490117725347237,95.97
1738,6.56,37.61,30.96,177.36,Corn,160.17,17.33,4.862347578544426,0.93
1739,7.26,25.67,18.94,268.15,Wheat,107.92,9.49,8.783569394190394,31.43
1740,6.83,36.6,17.17,151.81,Rice,116.45,16.6,6.172105377069673,38.73
